rowID	RN18_50_587_cent	RN18_50_588_cent	EN_ERS_1_cent	EN_ERS_2_cent	EN_ERS_3_cent	EN_ERS_4_cent	EN_ERS_6_cent	EN_ERS_7_cent	EN_ERS_8_cent	EN_ERS_11_cent	EN_ERS_18_cent	EN_ERS_24_cent	EN_ERS_28_cent	EN_ERS_29_cent	RN18_50_589_cent	EN_ERS_30_cent	EN_ERS_31_cent	EN_ERS_39_cent	EN_ERS_42_cent	EN_ERS_43_cent	EN_ERS_55_cent	EN_ERS_71_cent	EN_ERS_77_cent	EN_ERS_78_cent	EN_ERS_82_cent	EN_ERS_86_cent	EN_ERS_87_cent	RN18_50_590_cent	EN_ERS_89_cent	EN_ERS_92_cent	EN_ERS_96_cent	EN_ERS_98_cent	EN_ERS_99_cent	EN_ERS_103_cent	EN_ERS_105_cent	EN_ERS_106_cent	EN_ERS_112_cent	EN_ERS_121_cent	EN_ERS_149_cent	EN_ERS_163_cent	RN18_50_591_cent	EN_ERS_187_cent	EN_ERS_189_cent	EN_ERS_190_cent	EN_ERS_200_cent	EN_ERS_228_cent	EN_ERS_229_cent	EN_ERS_230_cent	EN_ERS_250_cent	EN_ERS_251_cent	EN_ERS_258_cent	EN_ERS_272_cent	EN_ERS_274_cent	RN18_50_592_cent	EN_ERS_5_cent	EN_ERS_9_cent	EN_ERS_10_cent	EN_ERS_12_cent	EN_ERS_13_cent	EN_ERS_16_cent	EN_ERS_17_cent	EN_ERS_19_cent	EN_ERS_25_cent	EN_ERS_41_cent	EN_ERS_57_cent	EN_ERS_62_cent	RN18_50_593_cent	EN_ERS_72_cent	EN_ERS_73_cent	EN_ERS_75_cent	EN_ERS_81_cent	EN_ERS_84_cent	EN_ERS_91_cent	EN_ERS_94_cent	EN_ERS_102_cent	EN_ERS_104_cent	EN_ERS_107_cent	EN_ERS_109_cent	EN_ERS_115_cent	RN18_50_594_cent	EN_ERS_116_cent	EN_ERS_118_cent	EN_ERS_122_cent	EN_ERS_150_cent	EN_ERS_153_cent	EN_ERS_156_cent	EN_ERS_164_cent	RN18_50_595_cent	RN18_50_596_cent	EN_ERS_171_cent	EN_ERS_188_cent	EN_ERS_198_cent	EN_ERS_201_cent	EN_ERS_207_cent	EN_ERS_209_cent	EN_ERS_217_cent	EN_ERS_225_cent	EN_ERS_245_cent	EN_ERS_247_cent	EN_ERS_252_cent	EN_ERS_253_cent	EN_ERS_271_cent	EN_ERS_276_cent	RN18_50_597_cent	EN_ERS_290_cent	EN_ERS_304_cent	EN_ERS_14_cent	EN_ERS_15_cent	EN_ERS_20_cent	EN_ERS_21_cent	EN_ERS_23_cent	EN_ERS_26_cent	EN_ERS_47_cent	EN_ERS_51_cent	EN_ERS_61_cent	EN_ERS_68_cent	EN_ERS_74_cent	EN_ERS_83_cent	RN18_50_599_cent	EN_ERS_85_cent	EN_ERS_88_cent	EN_ERS_93_cent	EN_ERS_110_cent	EN_ERS_113_cent	EN_ERS_117_cent	EN_ERS_119_cent	EN_ERS_120_cent	EN_ERS_123_cent	EN_ERS_125_cent	EN_ERS_126_cent	EN_ERS_138_cent	RN18_50_600_cent	EN_ERS_144_cent	EN_ERS_145_cent	EN_ERS_181_cent	EN_ERS_185_cent	EN_ERS_202_cent	EN_ERS_205_cent	EN_ERS_210_cent	EN_ERS_211_cent	EN_ERS_213_cent	EN_ERS_219_cent	EN_ERS_231_cent	EN_ERS_248_cent	RN18_50_601_cent	EN_ERS_254_cent	EN_ERS_255_cent	EN_ERS_265_cent	EN_ERS_269_cent	EN_ERS_273_cent	EN_ERS_281_cent	EN_ERS_288_cent	EN_ERS_22_cent	EN_ERS_27_cent	EN_ERS_32_cent	EN_ERS_33_cent	RN18_50_602_cent	EN_ERS_35_cent	EN_ERS_40_cent	EN_ERS_52_cent	EN_ERS_64_cent	EN_ERS_76_cent	EN_ERS_90_cent	EN_ERS_95_cent	EN_ERS_100_cent	EN_ERS_108_cent	EN_ERS_128_cent	EN_ERS_129_cent	EN_ERS_133_cent	RN18_50_603_cent	EN_ERS_140_cent	EN_ERS_142_cent	EN_ERS_147_cent	EN_ERS_148_cent	EN_ERS_151_cent	EN_ERS_152_cent	EN_ERS_154_cent	EN_ERS_157_cent	EN_ERS_162_cent	EN_ERS_177_cent	EN_ERS_182_cent	EN_ERS_193_cent	EN_ERS_195_cent	EN_ERS_203_cent	EN_ERS_208_cent	RN18_50_604_cent	RN18_50_605_cent	RN18_50_606_cent	EN_ERS_214_cent	EN_ERS_216_cent	EN_ERS_224_cent	EN_ERS_232_cent	EN_ERS_233_cent	EN_ERS_256_cent	EN_ERS_263_cent	EN_ERS_270_cent	EN_ERS_291_cent	EN_ERS_292_cent	EN_ERS_294_cent	EN_ERS_295_cent	RN18_50_607_cent	EN_ERS_301_cent	EN_ERS_34_cent	EN_ERS_36_cent	EN_ERS_38_cent	EN_ERS_50_cent	EN_ERS_56_cent	EN_ERS_63_cent	EN_ERS_66_cent	EN_ERS_114_cent	EN_ERS_124_cent	RN18_50_608_cent	EN_ERS_132_cent	EN_ERS_134_cent	EN_ERS_158_cent	EN_ERS_159_cent	EN_ERS_161_cent	EN_ERS_166_cent	EN_ERS_169_cent	EN_ERS_173_cent	EN_ERS_174_cent	EN_ERS_178_cent	EN_ERS_191_cent	EN_ERS_196_cent	RN18_50_609_cent	RN18_50_610_cent	EN_ERS_197_cent	EN_ERS_199_cent	EN_ERS_204_cent	EN_ERS_206_cent	EN_ERS_215_cent	EN_ERS_236_cent	EN_ERS_227_cent	EN_ERS_240_cent	EN_ERS_246_cent	EN_ERS_249_cent	EN_ERS_257_cent	EN_ERS_259_cent	RN18_50_611_cent	EN_ERS_261_cent	EN_ERS_284_cent	EN_ERS_296_cent	EN_ERS_297_cent	EN_ERS_300_cent	EN_ERS_37_cent	EN_ERS_48_cent	EN_ERS_65_cent	EN_ERS_67_cent	RN18_50_612_cent	EN_ERS_79_cent	EN_ERS_101_cent	EN_ERS_131_cent	EN_ERS_135_cent	EN_ERS_155_cent	EN_ERS_172_cent	EN_ERS_179_cent	EN_ERS_183_cent	EN_ERS_186_cent	EN_ERS_212_cent	EN_ERS_218_cent	RN18_50_613_cent	EN_ERS_221_cent	EN_ERS_241_cent	EN_ERS_260_cent	EN_ERS_262_cent	EN_ERS_266_cent	EN_ERS_267_cent	EN_ERS_275_cent	EN_ERS_277_cent	EN_ERS_286_cent	EN_ERS_287_cent	RN18_50_614_cent	EN_ERS_298_cent	EN_ERS_44_cent	EN_ERS_49_cent
125	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
126	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
128	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
127	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
129	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
133	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
131	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
